Key,noTrim,profile,type,en-us,en-us-sfw
fishSuccess,,,combat,"{0} reaches into the river and pulls out a fish, eating it and recovering {1} health.",
fishFail,,,combat,"{0} reaches into the river, but fails to catch any fish.",
fileBPermit,,,combat,{0} files for a Building Permit.,
buildHouse,,,combat,{0} begins constructing a house.,
throwRockSucc,,,combat,{0} throws a rock onto your field.,
throwRockFail,,,combat,"{0} tried to throw a rock onto your field, but missed.",
splashFail,,,combat,"{0} splashes some water, but it does nothing.",
splashSucc,,,combat,{0} splashes some water on your field.,
splashDamage,,,combat,"{0} splashes some water on your field, damaging a crop!",
splashKill,,,combat,"{0} splashes some water on your field, destroying a crop!",
nerfMove,,,combat,{0} activates a nerf on {2}. {2} are weaker now!,
burnSucc,,,combat,{0} burns your field.,
burnDamage,,,combat,"{0} burns your field, damaging some crops!",
burnKill,,,combat,"{0} burns your field, destroying some crops!",
pigWithAFuckingGun,,,combat,"The pig accidentally triggers the gun on her back, firing directly at you and dealing {1} damage!",
cropAttack,,,combat,{0} attacks a crop on your field.,
cropKill,,,combat,"{0} attacks a crop on your field, destroying it.",
hulkPunch,,,combat,{0} punches a row of crops on your field.,
queenMaim,,,combat,"{0} fucking maims you for hurting the bees again, for {1} damage.","{0} brutally attacks you for hurting the bees again, for {1} damage."
hulkPunchKill,,,combat,"{0} punches a row of crops on your field, destroying some.",
initializeAttack,,,combat,{0} initializes{an} {2}.,
clearCache,,,combat,{0} clears its cache.,
cloudSucc,,,combat,{0} establishes a connection to The Cloud.,
cloudFail,,,combat,"{0} tries to connect to The Cloud, but fails.",
cloudShare,,,combat,{0} shares data with The Cloud.,
routerIdle,,,combat,"{0} is doing that ""internet"" thing.",
outletUnplugged,,,combat,The outlet has been unplugged! HOUSEKEEPER has shut down!,
plugAttempt,,,combat,Actually Just Jeff struggles to plug everything back in.,
plugSuccess,,,combat,Actually Just Jeff has plugged HOUSEKEEPER back in and installed a security guard over the outlet!,
hkAtkAttack,,,combat,"HOUSEKEEPER: Hello, I'm attacking you for {1} damage now. Thank you!",
hkAtkPlantOne,,,combat,"HOUSEKEEPER: Hello, I'm placing a Smart Light Bulb on the field now. Thank you!",
hkAtkCantPlant,,,combat,"HOUSEKEEPER: Oh dear, I can't seem to find any room on the field. Please clear the field and try again later!",
hkAtkRock,,,combat,"HOUSEKEEPER: Hello, I'm throwing a rock on your field. I hope it makes your life worse! :)",
hkAtkError1,,,combat,"HOUSEKEEPER: Oopsies, an error has occurred! Please look up Error Code R0CC on our website for more information!",
hkAtkError2,,,combat,"HOUSEKEEPER: Oh darn, there's an error! Please look up Error Code W473R on our website for more information!",
splashRow,,,combat,{0} splashes some water all over your field.,
splashRowDamage,,,combat,"{0} splashes some water all over your field, damaging some crops.",
splashRowKill,,,combat,"{0} splashes some water all over your field, damaging and destroying some crops.",
hkAtkPlantTwo,,,combat,"HOUSEKEEPER: Hello, I'm placing some Smart Light Bulbs on the field now. Thank you!",
hkAtkError3,,,combat,"HOUSEKEEPER: Oh darn, there's an error! Please look up Error Code K111 on our website for more information!",
hkCropKill,,,combat,"HOUSEKEEPER: Hello, I have removed a crop I have deemed dangerous from your field. You're welcome!",
hkCropAttack,,,combat,"HOUSEKEEPER: Hello, I have identified a dangerous crop on your field, so I am now attempting to destroy it. Thank you for understanding!",
hkSeasonChange,,,combat,"HOUSEKEEPER: Hello, I have determined that changing the season to {2} would really suck for you, so I am doing that now.",
hkHeal,,,combat,"HOUSEKEEPER: Hello, I have determined that {2} is in need of healing, so I am recovering {1} health for them. Enjoy!",
hkCreepy0,,,combat,HOUSEKEEPER: This battle is brought to you by ChefCrate meal kits! Sign up now and get your first box for free!,
hkCreepy1,,,combat,"HOUSEKEEPER: This battle is brought to you by HearyBooks! Sign up with promo code ""i'm going to kill you"" to get 25% off your first audiobook!",
hkCreepy2,,,combat,HOUSEKEEPER: I know what you did last summer.,
hkCreepy3,,,combat,"HOUSEKEEPER: According to my analysis, your period will begin in approximately 4 hours. Would you like to order some sanitation products?",
hkCreepy4,,,combat,"HOUSEKEEPER: The weather tomorrow will be sunny, with a high of 95 degrees Fahrenheit around noon.",
hkCreepy5,,,combat,HOUSEKEEPER: Please rate this app on the Application Store. Any ratings lower than five stars will not be accepted.,
beckettRock,,,combat,{0} throws an engine onto your field.,
beckettSalt,,,combat,{0} salts a row of crops on your field.,
beckettSaltKill,,,combat,"{0} salts a row of crops on your field, destroying some.",
convince2.0,,,combat,{0} is going to beat you up real good!,
convince2.1,,,combat,"Just you wait, {0} is gonna kick your ass, for sure!","Just you wait, {0} is gonna kick your butt, for sure!"
convince2.2,,,combat,{0} is busy mining for cryptocurrencies.,
convince2.3,,,combat,{0} is distracted by apps.,
convince2.4,,,combat,{0} gets buff.,
*,,,,Combat - Enemy Names,
e.robo0,,,enemy,Byte Buddy,
e.Discussly0,,,enemy,Convince-a-tron,
e.bigBot0,,,enemy,MegaByte Buddy,
e.robo20,,,enemy,KiloByte Buddy,
e.robo30,,,enemy,Bit Buddy,
e.ScienceMan0,,,enemy,Dr. Jeff,
e.mouse0,,,enemy,Mouse,
e.sqorl0,,,enemy,Sqorl,
e.bear0,,,enemy,Bear,
e.turky0,,,enemy,Turkey,
e.bossturky0,,,enemy,Boss Turkey,
e.Worker0,,,enemy,Carl,
e.Worker1,,,enemy,Dave,
e.Worker2,,,enemy,Chunk,
e.Worker3,,,enemy,Brett,
e.BossWorker0,,,enemy,James,
e.kelpBoy0,,,enemy,Kelp Boy,
e.fishFace0,,,enemy,Fish Face,
e.seaMonk0,,,enemy,Sea Monk,
e.seaHandR0,,,enemy,Sea Monster,
e.seaMan0,,,enemy,Sea Monster,
e.seaHandL0,,,enemy,Sea Monster,
e.chickBot0,,,enemy,Totally A Chicken,
e.piggun0,,,enemy,Hamdgun,
e.golem0,,,enemy,Veggie Golem,
e.lawnmower0,,,enemy,Lawn Mower,
e.machineA0,,,enemy,Machine A,
e.machineB0,,,enemy,Machine B,
e.machineC0,,,enemy,Machine C,
e.machineD0,,,enemy,Machine D,
e.router0,,,enemy,Router,
e.server0,,,enemy,Server,
e.housekeeper0,,,enemy,HOUSEKEEPER,
e.outlet0,,,enemy,Outlet,
e.mrbruno0,,,enemy,Mr. Bruno,
e.mobsty10,,,enemy,Mr. Ferrante,
e.mobsty11,,,enemy,Mr. Russo,
e.mobsty12,,,enemy,Mr. Randazzo,
e.mobsty20,,,enemy,Mr. Linetti,
e.mobsty21,,,enemy,Mr. Lucido,
e.mobsty22,,,enemy,Mr. Martinazzi,
e.mobBoss0,,,enemy,Don Vagante,
e.beeQueenA0,,,enemy,???,
e.beeQueenB0,,,enemy,???,
e.beeQueenC0,,,enemy,???,
e.robber0,,,enemy,Bank Robber,
e.dweebLord0,,,enemy,Jeff,
e.theMonster0,,,enemy,???,
e.soyChild0,,,enemy,L'enfant d'Soy,
e.soyStack0,,,enemy,Les Enfants Soy,
e.brownCar0,,,enemy,Chocolate Car,
e.blueCar0,,,enemy,Eco-Friendly Car,
e.redCar0,,,enemy,Car-Type Vehicle,
e.foodTruck0,,,enemy,Authentic Food Truck,
e.delivTruck0,,,enemy,Delivery Robot,
e.vendo0,,,enemy,Vendo on Wheels,
e.hoverdweeb0,,,enemy,Hoverboard Asshole,Hoverboard Nerd
e.trendyNerd0,,,enemy,Trendy Nerd,
e.coffeeNerd0,,,enemy,Caffeine Nerd,
e.buffNerd0,,,enemy,Fitness Nerd,
e.tinyNerd0,,,enemy,Regular Nerd,
e.theFunnyOne0,,,enemy,"""Funny"" Nerd",
e.robo4a0,,,enemy,GigaBit Buddy,
e.robo4b0,,,enemy,GigaByte Buddy,
e.robo4c0,,,enemy,TeraByte Buddy,
e.discuss20,,,enemy,Convince-a-tron,
e.discuss2big0,,,enemy,Buff-a-tron,
e.botMush0,,,enemy,Fungus Prophet,
e.botRice0,,,enemy,Paddy Prophet,
e.botFruit0,,,enemy,Fruit Prophet,
e.botVeggie0,,,enemy,Veggie Prophet,
e.beckett0,,,enemy,Beckett,
e.nathan0,,,enemy,Nathan,
e.yourWorstFuckingNightmare0,,,enemy,Chuds McDaniels,
e.kida0,,,enemy,Skunk,
e.kidb0,,,enemy,Skunk,
e.kidc0,,,enemy,Skunk,
e.kidd0,,,enemy,Skunk,
*,,,,Full Inventory Bullshit,
fullSelect,,,text,You don't have enough room in your inventory for all the items you just acquired. Swap out your inventory items with any of the new items you want to keep. Anything remaining will be recycled.,
fullToss,,,text,Recycle these for {0}G.,
*,,,,Falcon Deliveries,
falconNoGifts,,,text,is... nothing.,
falconMsg0,,,text,It's a message from Nathan.,
falconSelect,,,text,Select up to 5 seeds to send to Nathan.,
falconConfirm,,,text,Confirm.,
falconSeeds,,,text,Seeds:,
falconConfirmX,,,text,Send {0} seed{s} to Nathan.,
falconMsg0.0,,,text,"""Hey, it's me! Your intern! I think I'm starting to get the hang of things here. I finally put out all the fires!""",
falconMsg0.1,,,text,"""I'm kidding! There were no fires. But some of the crops you were growing were ripe, so I harvested them!""",
falconMsg0.2,,,text,"""You really are an amazing farmer. Here are some of the seeds from the fresh veggies!""",
falconMsg0.3,,,text,Attached to the letter {seeds}.,
falconMsg0.4,,,text,"""I figure you'll probably have a hard time growing anything while out on the road, so here's a cool idea I had:""",
falconMsg0.5,,,text,"""You give Eee some seeds, and when she gets back to me, I'll plant them for you.""",
falconMsg0.6,,,text,"""Then the next time I have a message for you, I'll send the seeds from the crops with it!""",
falconMsg1.0,,,text,"""Hey hey! It worked! I planted the seeds and then crops grew out of them and the crops had seeds in them!""",
falconMsg1.1,,,text,Attached to the letter {seeds}.,
falconMsg1.2,,,text,"""But I gotta say - this yard work is hard work! That's a reference! Do you watch any internet cartoons?""",
falconMsg1.3,,,text,"""No? Nevermind then. Anyway, props to you for farming all these years. This is definitely a workout!""",
falconMsg1.4,,,text,"""I mean, there's plenty of technology to make this easier, but if machines do all the work for me, who's really interning for you? Me, or the machines?""",
falconMsg1.5,,,text,"""Nosiree, I'm gonna learn this stuff the old fashioned way! Oh oh, I hear some clucking! Something must have gotten into the chicken coop. Talk to you later!""",
falconMsg2.0,,,text,"""Long time no talk! I hope you're knocking a lot of chores off of your to-do list out there!""",
falconMsg2.1,,,text,"""As for me... well, it seems like every time I cross something off my list, I need to add five more things!!""",
falconMsg2.2,,,text,"""I don't know how you do it, but to say I respect your determination is an understatement!""",
falconMsg2.3,,,text,"""Anyway, here are the seeds from the last harvest!""",
falconMsg2.4,,,text,Attached to the letter {seeds}.,
falconMsg2.5,,,text,"""Back to work for me! Vegetables don't sleep! And sometimes it feels like your chickens don't, either!""",
falconMsg3.0,,,text,"""Hey, hey! Great news! Your farm has some new friends living on it!""",
falconMsg3.1,,,text,"""Some geese have taken residence in your little water hole thing, and - even better - they lay a bunch of eggs!""",
falconMsg3.2,,,text,"""Of course your chickens are doing well, too! I think they miss you!""",
falconMsg3.3,,,text,I got 10 Goose Eggs and 20 Chicken Eggs.,
falconMsg3.4,,,text,"""I hope things are going well for you, wherever you are!""",
falconMsg3.5,,,text,Attached to the letter {seeds}.,
falconMsg4.0,,,text,"""Great news! I think I've finally gotten the hang of the basics!""",
falconMsg4.1,,,text,"""I actually finished all of my chores before sunset today! It's nice to have a night off for once.""",
falconMsg4.2,,,text,"""Obviously I still have a ways to go before I'm even close to as good as you, but practice makes progress!""",
falconMsg4.3,,,text,"""But for now, I will celebrate my advances by catching up on some personal work! Talk to you later!""",
falconMsg4.4,,,text,Attached to the letter {seeds}.,
falconMsg5.0,,,text,"""The life of a farmer can be a lonely one! Even when I need to head into town for supplies, I barely have time to say more than 'hello' and 'goodbye' to anyone!""",
falconMsg5.1,,,text,"""But these past few days I've been getting done early, and I've managed to get acquainted with some of the locals here in San Ambrosio.""",
falconMsg5.2,,,text,"""You have a really beautiful community down here. Everyone is so kind and trustworthy. It's nothing like where I'm from.""",
falconMsg5.3,,,text,"""The big city can be pretty unforgiving, and people will turn their backs on you at the drop of a hat if they think it'll benefit them.""",
falconMsg5.4,,,text,"""I hope you never have to deal with anything like that. Just stay away from the city if you can.""",
falconMsg5.5,,,text,"""I've got to run a few personal errands now, but don't worry! I'll still be back by tomorrow to get my work done!""",
falconMsg5.6,,,text,Attached to the letter {seeds}.,
falconMsg5.7,,,text,"I don't think I need to send any more seeds back home... this is the end of my journey, after all.",
falconMsg5.8,,,text,"Care to join me, Eee?",
falconMsg5.9,,,text,Eee has joined my party! Now I can attack one more time per turn!,
*,,,,Sleeping at an Inn,
innSleep,,,sleep,A good night's sleep is exactly what I needed...,
innDream0,,,sleep,"An eight-legged goose flies up and lands in front of me. ""Christmas is coming,"" he says. ""Did you get your sister a gift?"" I shake my head, I had completely forgotten. ""You're the reason Santa died,"" growls the goose, before it blows away like a piece of paper.",
innDream1,,,sleep,"I'm floating in a bright pink void. There is nothing around me for miles. All I can feel is the distinct taste of olive oil on my tongue. Suddenly I begin to feel myself falling. A voice in the distance screams my name. Right before I hit the ground, I wake up.",
innDream2,,,sleep,"Several religious figures and deities tower over me. They are talking amongst themselves. ""I'd let her into my afterlife,"" one says, ""she's good in my book."" Another chimes in ""I'd reincarnate her into a cow. See how much she likes dairy after THAT."" The others nod. ""I like that, maybe my religion needs reincarnation"" one mutters. ""I think her heart's in the right place. She's no saint, but I'd let her into my heaven,"" says another. ""Yeah but she said a bad word once,"" replies the deity next to them. ""Oh, she did? Nevermind, she's doomed.""",
innDream3,,,sleep,"A cat is standing on top of me, staring me in the eyes. ""Feed me,"" it says. ""Okay,"" I reply, ""but I can't get up until you get off of me."" The cat does not acknowledge my response. It continues, ""I want some lasagna."" I try to get up, but its weight keeps me pinned down. We both starve.",
innDream4,,,sleep,"I try to pull a carrot out of the ground, but it's stuck. I keep pulling and it still won't budge. I put all of my strength into it and finally pull the vegetable out of the ground, but attached to the stalk is not a carrot, but my father. ""Are you getting enough Vitamin B?"" he asks.",
innDream5,,,sleep,Two cats are fighting outside my window. Their meows sound like whip cracks and their hisses sound like the opening theme to a sitcom I used to watch as a child. I open my window and shout at them to leave and they immediately sink into the ground and vanish.,
innDream6,,,sleep,"I open my chicken coop to collect eggs. As I pick one up, it begins to vibrate and crack. A tiny opossum head pops out of it. ""I ate the egg, then I became the egg,"" it says, ""and now you are my mother."" I put it back down and leave the coop, but I can still hear it calling for its mama.",
innDream7,,,sleep,"I lower my body into the hot spring. After a long day of farming, this is exactly what I needed. The sound of crickets chirping in the distance is the perfect background noise. Suddenly the water turns black. A voice says ""sorry."" I turn to see an octopus next to me. ""I farted.""",
innDream8,,,sleep,"It is Sunday, and my mom wakes me up to go to church. ""I don't wanna,"" I grumble as I roll over in my bed. ""Now now, if we don't go to church, the neighbors will kill us!"" my mom says. I turn around to face her. ""Wait, what?"" The neighbors have a gun to her head. ""Please honey, let's go to church.""",
innDream9,,,sleep,"I lower my body into the hot spring. After a long day of farming, this is exactly what I needed. The sound of crickets chirping in the distance is the perfect background noise. Suddenly the water turns black. A voice says sorry. I turn to see an octopus next to me. I farted.",
autosaving,,,sleep,Now Autosaving...,
*,,,,Ya Boy at the Farm,
iiiTalk0,,,text,"Eee: EEEEEEE, EEEEE!!! EEEE! EEEEEEE!!! IIIIEIIIIIEIIIEEEEE!!!",
iiiTalk1,,,text,Eee never fails to remind me why I named her that.,
yaBoiA,,,text,"Nathan: Hey boss! These fields won't till themselves! I mean, with the right equipment they could, probably, but that's besides the point!",
yaBoiB,,,text,Nathan: Howdy boss! WATER you doing here? Ha ha! Get it? It is funny because I am a farmer now.,
yaBoiC,,,text,Nathan: Hey hey! I'm studying how this veggie is growing. It's amazing to see how small changes to the environment can change the end product so much!,
yaBoiD,,,text,"""Hey boss! I'm just running a few errands in the city real quick! I'll be back soon! - Nathan""",
*,,,,Credits,
cr0,,,chead,CREDITS,
cr.sf,,,cname,Sean Finch,
cr.sj,,,cname,Skyler Johnson,
cr.gw,,,cname,Galen Wiley,
cr.tr,,,cname,Tanner Roof,
cr.bw,,,cname,Brandt White,
cr.mr,,,cname,Marcin Rojek,
cr.lt,,,cname,Leslie Tunstall,
cr.so,,,cname,Sarah Oliver,
cr.km,,,cname,Kelly Marine,
cr.cc,,,cname,Cecilia Contreras,
cr.wk,,,cname,Andrew W.K.,
cr.mkla,,,cname,The MklaDiscord Gang,
cr.you,,,cname,...and You!,
cr.gd,,,crole,GAME DESIGN,
cr.p,,,crole,PROGRAMMING,
cr.sw,,,crole,STORY & WRITING,
cr.g,,,crole,GRAPHICS,
cr.m,,,crole,MUSIC,
cr.qa,,,crole,QUALITY ASSURANCE,
cr.am,,,crole,ACCESSIBILITY MISTRESS,
cr.spec,,,crole,SPECIAL THANKS,
cr.copy,,,crole,COPYRIGHT 2018-2021 HAUNTED BEES \n PRODUCTIONS,
cr.font1,,,cname,PressStart2P Font,
cr.font1b,,,cname,2011 Cody Boisclair,
cr.font2,,,cname,Nevis Font,
cr.font2b,,,cname,2007 Ed Merritt,
cr.font3,,,cname,OpenDyslexic Font,
